paper_id,authors,author_ids,title,year,committee_presentation_decision,committee_publication_decision,abstract,body
2015/11,"Wen Bayird,Erwin Balwinski,Grayce Lohr,Tabitha Frawkin,Ariane Arnt,Billy Forsthoffer","37,38,39,40,41,42","China in Transition: Poverty, Income Decomposition and Labor Allocation of Agricultural Households in Hebei Province",2015,Accept,Reject,"The gift card read: ""To my darling wife, Happy Anniversary! Love, Tom."" Tom can't have understood what you said. Tom isn't the one who suggested that I go out with Mary. Blossoms develop from buds. I'm studying art history. Mary can't just do anything she wants. I put on my shirt.",NA
2015/12,"Marline Scheidecker,Sid Horikoshi,Moshe Tennyson,Leigha Puryear,Shakira Heidtke,Jennette Truly","43,44,45,46,47,48",Improving Federal and Department of Defense Use of Service-Disabled Veteran-Owned Businesses,2015,Accept,Reject,"Sami was found guilty of murder and sentenced to life. Jihad Against Islam's Call for Jihad. Tom didn't need to know who did that. You know I'm determined to do that, don't you? Mennad is thinking. Stop right there, please. Let's talk about something else. Mary could hardly believe her ears. Pedestrians have priority at crosswalks. Tom and I got off on the wrong foot. My closet is full of things I never plan to use again.",NA
2015/13,"Emmy Farfalla,Nakia Juliusson,Jenniffer Biber,Zina Goeller,Fallon Schiefelbein","49,50,51,52,53",Control,2015,Reject,Reject,"Sami stinks. You're a terrible liar. Reply to my message. I don't think it's just a stunt. I have dinner plans with them. Mary is fishing today, isn't she? You seem to be much more optimistic lately. There's no way Tom would've done that. Something happened here, but I don't know what.",NA
2015/14,"Hassie Krysinski,Daine Goger,Connie Baldearena,Deanne Bainbridge,Giuseppe Anos","54,55,56,57,58",Small Ideas for Saving Big Health Care Dollars,2015,Reject,Reject,"If you like, I can do that for you. Does she plan on coming back home on Monday? She was lying the whole time. Watch your mouth, Tom. How old do you think those trees are? Could you turn off the TV? Jesus Christ has never said anywhere that it is necessary to use the four-pronged cross or some other cross as a symbol of Christianity. When do you want to meet?",NA
2015/15,"Viki Ondik,Silvia Thiebeault","59,60","Plague, Quarantines and Geopolitics in the Ottoman Empire",2015,Reject,Reject,"Please give me some advice. Tom asked Mary to come over for dinner. It is difficult to gain access to him. There are a lot of snakes in this forest. She agreed with him. Tom probably won't have the courage to do that. Tom wants to have a meeting with you. I was told that Tom had moved to Australia. That will be enough for the time being. Tom and Mary kept their eyes shut. I don't think Tom is lonely. Yes, it's true! They went to the park with their dogs. Tom is going to go, too, isn't he? I'm having lunch with Tom later. I burst into tears and then started laughing. Tom wanted to do that more than Mary did.",NA
2015/16,"Sherri Eisenberg,Krissy Bahl,Lynda Sukut,Silva Rispoli,Angelyn Tara,Yolanda Habif,Kera Coiner","61,62,63,64,65,66,67",U.S. Interests in Central Asia: Policy Priorities and Military Roles,2015,Accept,Reject,"You can't miss what you never had. Tom is ready to leave now. Tom suspected Mary was lying to him. Tom and Mary thought that they might be able win. It's never too late to apologize. I didn't want to show Tom how to do that. More and more people look for natural treatments. How are we going to put food on the table? Tom normally doesn't show his feelings very much. On my way home, I met a beautiful lady. God created the world. Mary can stay with us if she likes. What were they motivated by? Tom is a child prodigy. Shut your mouth, Layla. If current trends continue, by the year 2050 the Americas will have 15 percent fewer plants and animals than now. That means there will be 40 percent fewer plants and animals in the Americas than in the early 1700s. Prove it by experiment. Tom knows Mary better than anyone else here does.",NA
2015/17,"Tatiana Deharo,Tina Newmyer,Micheal Rens,Mariann Poague,Sherryl Hagene,Markus Veltz","68,69,70,71,72,73",Hiligaynon Lessons,2015,Accept,Reject,"Thanks to his advice, I succeeded in the examination. Do you do double-entry accounting or traditional governmental accounting? Life is a continuous back and forth. The cinema is an industry. It looks like Tom can't do that very well. I'm asking you not to forget. I'll buy whatever Mary wants me to buy for her. Tom and Mary didn't know why John didn't want them at his party. I am going to climb Kinabalu. How do I get there? He will blow our party. He is skilled in handicraft.",NA
2015/18,"Ron Haye,Kisha Hartory,Lance Keady,Karrie Layhew,Regenia Hirschberg,Anneliese Cercone","74,75,76,77,78,79",Radical Islam in East Africa,2015,Reject,Reject,"How long would it take us to get to Boston by car? These pipes screw together. This sentence doesn't exist yet on tatoeba.org. He has little feeling for others. Mary told Tom that she was unemployed. I don't know if I'll go to work tomorrow. The restaurant we found in the old town yesterday is very relaxed and not expensive at all. He's within his rights. Tom is a really strange person. Tom said he's ticklish. This isn't just about Tom. That's exactly what Tom said to me, too. Tom didn't wish to do that. He built a very nice house in Algeria.",NA
2015/19,"Delcie Colpack,Echo Lauters,Mireya Churchfield,Racheal Mcgunagle,Vance Klaft,Ghislaine Devier","80,81,82,83,84,85",Políticas de juventudes y participación política,2015,Reject,Reject,"I fall in love too easily. I've considered your request. Sami titled the video ""The Haunted House."" You activated nothing. I love BBQ. If I don't do that, then someone else will have to do it. You are just the same as you always were. Maybe I should have told Tom. Tom knew that what Mary had said was true. I can work anywhere I want. The private sector is playing an increasingly important role in Algeria's economy. People generally become less healthy as they age. I knew Tom wasn't a good student. It's not disrespect. Mennad smells. My younger brother lives in Boston.",NA
2015/20,"Albert Catano,Shakia Sasao,Ruth Half,Ava Damato,Corliss Marciano","86,87,88,89,90",Mobile Screens: The Visual Regime of Navigation,2015,Accept,Reject,"The girls looked at each other. He is used to the work. ""That guy was totally hitting on you."" ""What? Really?"" Many of the sounds heard in nature documentaries are created by foley artists. I did that without Tom's help. The price of that bicycle was too high. ""It's fresh, it's pretty tasty, and the price is really good!"" she said. Tom said he thought Mary might be permitted to do that by herself. To make matters worse, it began to rain. Tom gave the manila envelope to Mary.",NA
2015/21,"Iluminada Jocoy,Raisa Breaux,Nida Yagues,Olimpia Belich,Yi Walko","91,92,93,94,95",Improving Decisionmaking in a Turbulent World: Strategic Rethink,2015,Accept,Reject,"Who was killed? Tom's mother lived to be 103. Lead us from falsehood to truth. I knew Tom well. I converted to Islam but I never lost my identity. Preregistration isn't required. Ah, unfortunately there is a small matter I need to attend to so I'll take my leave now. Let me have a word with Tom. Sami is really happy with his decision. Let's stay here. Let me check. Tom and Sami decided to get divorced. Please tell Tom that he can come back after lunch. You don't really plan on going, do you? When will it be available?",NA
2015/22,"Maire Mcnevin,Ismael Doi,Bertram Nessmith,Grant Shike,Noella Kaska,Francesca Geisinsky,Raymon Gilpatrick","96,97,98,99,100,1,2","The Linguistic Situation in the Islands of Yapen, Kurudu, Nau and Miosnum, New Guinea",2015,Accept,Reject,I've had my driving license confiscated. Do you know any kings? Tom ditched me. Don't ask what they think. Ask what they do. I didn't have any friends in Boston. What did Tom show you? Tom asked Mary what she thought he should do. My hair is very curly. I go camping every summer. We have about thirty jars of pickles in the cellar.,NA
2015/23,"Victoria Wohlers,Dannette Debenedetti,Johnathan Mcmulen,Darla Chitwood,Elfrieda Loxton","3,4,5,6,7","Mixed-Member Electoral Systems in Constitutional Context: Taiwan, Japan, and Beyond",2015,Reject,Reject,The police got an anonymous tip. Her father has a general store. Tom said he loved me. It's our last hope. Why should I take the risk? I cannot brag about my team. It always loses games. Tom said he probably wouldn't be busy on Monday. I would tell you if I could. He lost my respect when he quit.,NA
2015/24,"Dina Dage,Sibyl Locatelli,Gena Freshwater,Carie Shubrooks,Asia Smeathers,Ashli Kluemper,Katelynn Dangerfield","8,9,10,11,12,13,14",Die Sextussprüche und ihre Verwandten,2015,Accept,Reject,"That's big talk for an upstart like you. I noticed that Tom was talking to Mary. Be brief. We're retiring. I'm wearing an orange T-shirt. I was surprised that he really had a strong resemblance to his father. I feel happiest when I'm running. Don't let Tom do it. As soon as I get paid, I'll pay you back. Moving to Algeria was for him a dream come true. Tom and Mary were certainly enjoying themselves. I wonder whether that's true. Tom isn't a good drummer. The riot spread across the city. Tom quit doing that when he was thirty. Tom should've let his children come camping with us. She was not interested in Tom.",NA
2015/25,"Dustin Barben,Janeth Zierenberg,Ryann Babicke","15,16,17",Pakistan: Can the United States Secure an Insecure State?,2015,Reject,Reject,"Tom isn't richer than me. Tom was self-conscious. This car runs on alcohol. Why don't you have any kids yet? Tom and Mary made you cry, didn't they? I caught a glimpse of the other car right before he hit me. I knew you'd want to go with us. Sami was staring at the window. Can you gift-wrap that for me? I'm not taking my eyes off him. He is the first to come and the last to leave at any party.",NA
2015/26,"Angela Blossomgame,Felica Layva","18,19",Jahrbuch der berufs- und wirtschaftspädagogischen Forschung 2017,2015,Accept,Accept,"I want to see what there is inside. According to the weather report, the rainy season will start next week. Could you slow down? What has gone wrong with the European project? I've been to Australia twice. Look at everything as though you were seeing it either for the first or last time. Then your time on earth will be filled with glory.",NA
2015/27,Theda Headly,20,A History of the Faculty of Arts at the University of Adelaide: 1876-2012,2015,Reject,Reject,I say we get a smoothie. It might happen sooner than we anticipated. Almost everyone arrived on time. Tom is married to John's ex-wife. Tom should have been in the hospital. I knew that Tom would forget to do that. They were jumping about in excitement. I didn't know Tom really had to do that anymore.,NA
2015/28,"Deborah Tavolacci,Wilburn Vigor","21,22","Employment 'Miracles': A Critical Comparison of the Dutch, Scandinavian, Swiss, Australian and Irish Cases versus Germany and the US",2015,Reject,Reject,"The trees are planted three meters apart. You can not drink the seawater, for it is too salty. Tom will be arriving from Boston at about 2:30. Sami missed his dog. Tom was executed on October 20th. I saw my name on the list. That was pretty stupid of me, wasn't it? If you see Tom and Mary, could you give this to them? Have you spent much time in Boston? She is learning pole dancing. Tom got involved in the brawl. The kitchen knife wasn't sharp enough to cut the meat, so I used my pocket knife. Tom is going to stay until the end. Tom assumed that everyone knew he couldn't do that.",NA
2015/29,"Reggie Fogelson,Queenie Pienta,Joan Wehby,Brenda Bohrman,Bertha Fuhrmann,Vinita Behne,Kamilah Losser","23,24,25,26,27,28,29",Village Tapestry: The History of Blowing Rock,2015,Accept,Reject,"I'm sorry to say, but the service isn't very good. You should try to do that. You're too suspicious. Tom and I are the ones who ought to apologize. You can read ten books in a week? Don't you mean in a month? Everyone knows that Tom has poor people skills. I don't plan to ever do that. Tom should have hired a French-speaking babysitter. Tom doesn't know what he's saying. The way you did that was wrong. If someone invited you to a white tie event, would you know what to wear? I am Aunt Wang. I'm not being paranoid. Mary dyed her dress red. I saw him walking around town wearing his Sunday best. Did you guys see that?",NA
2015/30,"Lanette Daty,Lissette Macugay,Nestor Siemonsma,Suanne Airhart,Hershel Yellen","30,31,32,33,34",Linking Mine Action and SSR through Human Security,2015,Accept,Reject,We have enough time to catch the train. We provided them with food. You made your sister cry! Are you quite certain it was Tom you saw doing that? Tom said he didn't feel like doing that today. Tom didn't want to give Mary a birthday present. They claim that they can see the future. I want to eat lunch now. I usually read on the verandah. Don't let him bamboozle you into falling for his scam. Sami let Layla go to the bathroom. Is this financial suicide? This bridge is the longest bridge. He was educated by his grandfather. I don't think that Tom would mind it if you stayed for a couple of days.,NA
2015/31,"Tyree Nonemaker,Kathern Lorange,Wen Bayird,Erwin Balwinski","35,36,37,38","The Basic Writings of Josiah Royce, Volume I: Culture, Philosophy, and Religion",2015,Accept,Reject,"Gladiators fought to death inside the Colosseum. Tom says he's seriously considering our proposal. If anybody is still absent, please send their names to me. Sami was banging so loud. You weren't surprised that I didn't have to do that, were you? I know that Tom does that a lot. I'll get fired if they find out. He said he never did that. It isn't nice to make fun of people with speech impediments. My husband is a doctor. We'd better make a reservation beforehand. It sounds boring. Tom went to the liquor store to buy a bottle of rum. A person's heart is approximately the same size as their fist. Try to get some rest. Tom wondered what Mary had been doing.",NA
2015/32,"Grayce Lohr,Tabitha Frawkin,Ariane Arnt","39,40,41",Haiti Unbound: A Spiralist Challenge to the Postcolonial Canon,2015,Accept,Reject,"Tom doesn't know that Mary used to be married to John. Sami wasn't texting Layla back. How do you think that makes me feel? Today, everything went awry from the start. May I ask you a question? They believe her.",NA
2015/33,"Billy Forsthoffer,Marline Scheidecker,Sid Horikoshi,Moshe Tennyson,Leigha Puryear,Shakira Heidtke","42,43,44,45,46,47","Border Deaths: Causes, Dynamics and Consequences of Migration-related Mortality",2015,Accept,Reject,I must bite the sour apple. Do you have other pictures of her? You should've killed me when you had the chance. We're being very proactive. I finally found a job. He is very meticulous in his work. I regret to say that this is unknown to me. He said that he'd get there early.,NA
2015/34,"Jennette Truly,Emmy Farfalla,Nakia Juliusson,Jenniffer Biber,Zina Goeller","48,49,50,51,52","Battlefields of Negotiation: Control, Agency, and Ownership in World of Warcraft",2015,Accept,Reject,What Fadil told the police was intriguing. Tom is hoping something happens soon. This is the first time that I've ever seen Tom wearing jeans. He's my husband's dad. He's my father-in-law. Tom said that he hopes Mary won't do that alone. Look at that bird. Tom wouldn't help us. He hung his hat on a nail. Tom said I looked discouraged.,NA
2015/35,"Fallon Schiefelbein,Hassie Krysinski,Daine Goger,Connie Baldearena,Deanne Bainbridge,Giuseppe Anos","53,54,55,56,57,58","De la lengua por sólo la extrañeza: estudios de lexicología, norma lingüística, historia y literatura en homenaje a Luis Fernando Lara, volumen 2",2015,Accept,Accept,I like the sound of that Bell! Just go to sleep. You look relaxed. My alarm didn't go off this morning. Sami did his thing. He blinked his eyes.,NA
2015/36,"Viki Ondik,Silvia Thiebeault,Sherri Eisenberg","59,60,61",Patent Strategy in Pharmaceutical Industry: Are additional patents valuable?,2015,Accept,Reject,"The man is mourning after receiving sad news. Tom didn't seem to know exactly what he was doing. It is you who are to blame for the failure. Does he come here? Tom needs glasses. Did you love me? The company provides health care and life insurance benefits for all of its employees. Tom said that he thought that Mary would do that. I won't come before four o'clock. Tom knows that he needs to do something, but he's not sure what. An exclusively behavioral approach to psychology ignores family problems, school situations, and a host of other issues that can adversely affect a child's emotional and psychological growth. Roger Miller entered the United States Army at the age of seventeen. He was sent to an army base near Atlanta, Georgia. I wonder if Tom is planning to do that. Tom didn't tell me where he lived. Sami wanted to go home quickly. Tom looked stressed. Tom said that he wanted me to help him paint his garage tomorrow. The grenade blew up before the terrorist could throw it, and his arm was blown off! Tom said he hoped Mary would be able to do that today. Stock-raising is one of the farmer's occupations and the animals are carefully selected according to their breed.",NA
2015/37,"Krissy Bahl,Lynda Sukut","62,63",Reparable Harm: Assessing and Addressing Disparities Faced by Boys and Men of Color in California,2015,Reject,Reject,"Tom and Mary told me they're fine. Dan had started calling Linda almost a year before they met up. Hundreds of people eat here every day. Let's decide together where to go first. He didn't mean to hurt you. Someone hit me on the back. The ship is at the mercy of the waves. Sami contacted one of Layla's friends. Mary told me she was glad. He broke through the ice, fell into the water and died. Because their rapid pulse of radio emission is so predictable, a large array of well-understood pulsars can be used to measure extremely subtle abnormalities, such as gravitational waves. Tom needs to make sure that Mary does that. Perhaps he will come. There, you are mistaken! Layla wanted to dance with this guy. She admitted that she did that. You're not allowed to park around here. Tom has told Mary she has to leave. Kabylie is amazing. Since I could remember, my grandfather has had a garden.",NA
2015/38,"Silva Rispoli,Angelyn Tara,Yolanda Habif,Kera Coiner,Tatiana Deharo","64,65,66,67,68",RAND Suicide Prevention Program Evaluation Toolkit,2015,Reject,Reject,"Even though I summoned my courage and invited Mary to a movie, she gave me the slip. ""I'll never understand women"", said Tom. She said she won't cry. Tom stole something from me. I'll be six feet under by then. It's so cold tonight. They're building a new square. It is said that the silversmiths of that town ate silver due to extreme poverty. Tom wants to die. This machine is out of order. Please try again later.",NA
2015/39,"Tina Newmyer,Micheal Rens,Mariann Poague","69,70,71",Disziplingeschichte der Erziehungswissenschaft als Geschlechtergeschichte,2015,Accept,Reject,His courage won the day. Our house commands a beautiful view. Tom got very nervous. I can't afford to play tennis. I jog through Central Park every morning at 6 a.m. Tom didn't know you weren't planning to do that. Tom probably won't want to do that today.,NA
2015/40,"Sherryl Hagene,Markus Veltz","72,73",Presencia y transparencia: la mujer en la historia de México,2015,Accept,Reject,Mennad needs to remove this marker stains. Why do you think Tom never wears red? I hear that you don't get along with Tom. Death is similar to sleep. I don't want you to end up like Mary. Tom pretended that he didn't hear Mary. Sami was working full time. Tom was tired and in a bad mood. The soum teacher rode a camel on holidays. Tom closed his umbrella and put it in the umbrella rack near the door. Don't walk on the grass.,NA
2015/41,Ron Haye,74,Death at the Opposite Ends of the Eurasian Continent: Mortality Trends in Taiwan and the Netherlands 1850-1945,2015,Accept,Reject,"I liked that book. Nothing had really changed. Hundreds of trees in this park blew over in the hurricane. She lost her wallet. Tom is sitting on a log, playing guitar. We tried to speak with them. How many politicians do you personally know? Tom was not invited to the ball. I'm the one who turned off the lights. I don't like touching dead bodies. Please ask Tom if he's going out tonight. Tom and Mary say they want to speak French. Tom wasn't pleased, but Mary was. How many different pieces are there in Japanese chess? I want to know when you're going to Australia. Do you know where the key to this is?",NA
2015/42,"Kisha Hartory,Lance Keady,Karrie Layhew,Regenia Hirschberg,Anneliese Cercone,Delcie Colpack,Echo Lauters","75,76,77,78,79,80,81",Island Rivers: Fresh Water and Place in Oceania,2015,Accept,Accept,Did you just call me an old grouch? I know Tom is a bright kid. Tom ordered the same thing I did. Nothing ever happens in this old village. I already arrived! I have to pay all these bills by the end of the month. They really did win. I'm fine now. I am barren. We should take matters into our own hands. I want to see it again. I know Tom is likely to do that while he's in Boston. Fadil was convicted of one count of murder. Tom likes country. You lost a lot of blood. This music teacher was an ex-priest. Mary told me she did that already. I tried to warn Tom. We had a heated discussion. It won't be necessary to do that.,NA
2015/43,Mireya Churchfield,82,Relaciones entre la iglesia y el Estado en México: 1930-1940,2015,Reject,Reject,What kind of things are you going to buy? Is it true that you climbed this mountain? The infection has reached the bloodstream. We should discuss about it face to face with the director. That sounds juicy. Mary took twice as long as Tom to get dressed. I don't think I've ever seen Tom do that. Tom didn't know someone had been hired to kill him. Tom said he's seen Mary do that.,NA
2015/44,"Racheal Mcgunagle,Vance Klaft,Ghislaine Devier,Albert Catano,Shakia Sasao,Ruth Half,Ava Damato","83,84,85,86,87,88,89","Tahiti Nui: Change and Survival in French Polynesia, 1767–1945",2015,Reject,Reject,"Even poisonous snakes will only attack if they feel threatened. I wonder how Tom and Mary are going to react. Tell Tom we'll be ready. When the sun of culture is low, even dwarfs will cast long shadows. I hope we can figure out what to do about that pretty soon. Doesn't Tom like Mary? I know your mom doesn't want you to talk to me. When do you drink coffee? I think Tom and Mary are exhausted. We can trust him.",NA
2015/45,"Corliss Marciano,Iluminada Jocoy,Raisa Breaux,Nida Yagues,Olimpia Belich","90,91,92,93,94",Sea Power and American Interests in the Western Pacific,2015,Accept,Accept,"I often see cheap accessories made of agate sold in street stalls and such but are they the real thing? He bought me a necklace. I don't think that Tom has to do that again. Tom says everyone he knows can do that. Tom and I are just friends. Tom always wants to be the center of attention. The dog will need to be fed once a day. I didn't want her to worry. Even if we end up being late, it doesn't bother us.",NA
2015/46,"Yi Walko,Maire Mcnevin","95,96",Stories of Women: Gender and Narrative in the Postcolonial Nation,2015,Accept,Reject,"I don't like hot food. If you're not watching the TV, I'll turn it off. Tom went out drinking with his friends last night. I might see Tom on Monday. I'm no industrial tycoon. Sami was close with the manager. I prefer indie games over AAA titles. I can't think straight right now. Tom and Mary said that they were glad that they didn't do that. You could see the glow of the fire for miles. Is it running? I'm looking forward to receiving your favorable answer. A vigilante bypasses the law and takes matters into his own hands.",NA
2015/47,"Ismael Doi,Bertram Nessmith,Grant Shike,Noella Kaska,Francesca Geisinsky,Raymon Gilpatrick,Victoria Wohlers","97,98,99,100,1,2,3","Electric Worlds / Mondes électriques: Creations, Circulations, Tensions, Transitions (19th–21st C.)",2015,Accept,Reject,"That's not the first time you've told me that. I thought that I'd visit Tom in the hospital this afternoon. Boys are more likely than girls to think that school is a waste of time. All of them swim very fast. You're such a pain in the neck! I really do believe that won't happen. Are you as excited as we are? Tom and Mary should've been able to do that with their eyes closed. I didn't know that Tom had a twin brother. You have to pull that door to open it. I didn't know Tom was planning to move to Boston. Deeply moved, he tried to express his thanks. I looked at the schedule. He went to the local mosque and did the shahada. Mary told me she was skeptical. I think it's cool. I visited Kyoto a long time ago. There's no way to do this without Tom. Have you watched Disney movies before?",NA
2015/48,Dannette Debenedetti,4,"Identity in Crossroad Civilisations: Ethnicity, Nationalism and Globalism in Asia",2015,Reject,Reject,Thomas felt a presence behind him. Tom thinks I need to eat more vegetables. I only know that Tom isn't happy. Tom knew that Mary told everybody she was going to go to Australia. Tom succeeded because he worked hard. Mary promised that she wouldn't do that anymore.,NA
2015/49,"Johnathan Mcmulen,Darla Chitwood,Elfrieda Loxton,Dina Dage,Sibyl Locatelli,Gena Freshwater,Carie Shubrooks","5,6,7,8,9,10,11","The Idea of the Book in the Middle Ages: Language Theory, Mythology, and Fiction",2015,Accept,Reject,"It doesn't matter what happens to me. Tom advised Mary to accept the offer. You'll often see a sales upturn after returning to the full price. I wonder why Tom didn't do that by himself. We'll stay here for as long as we can. How much longer are we going to put up with this noise? You are such a mouse potato. Sami loved Arabic. It's a small noisy apartment, but it's where I live and I call it home. I wish Tom hadn't convinced Mary to do that. Tom will be here until the end of the week. Once in orbit, Yuri Gagarin had no control over his spacecraft. Vostok's reentry was controlled by a computer program sending radio commands to the space capsule. I didn't know Tom would be able to do that without our help.",NA
2015/50,"Asia Smeathers,Ashli Kluemper,Katelynn Dangerfield,Dustin Barben,Janeth Zierenberg,Ryann Babicke,Angela Blossomgame","12,13,14,15,16,17,18","Feminist Media: Participatory Spaces, Networks and Cultural Citizenship",2015,Accept,Reject,They say they didn't see anything. Tom has three university degrees. I think I did OK. Sami is not a morning person at all. She never goes kayaking by herself. What's it like in Boston? He picked up a red stone. Did you tell Tom and Mary they're not allowed in this room? Tom thought Mary could win. There is no link between these two. I want to go back to Spain. Where are you originally from?,NA
2015/51,"Felica Layva,Theda Headly","19,20",Air Power Against Terror: America's Conduct of Operation Enduring Freedom,2015,Reject,Reject,"We have to go to sleep now. The spider I just killed was massive. I want to relax in front of the TV this evening. I don't want to go out. I'm determined to go to Boston. Let's make it brief. He practiced every day at home. Love is like the moon; when it does not wax, it wanes. I know Tom could be tempted to do that. Philately is my passion. Are you more a summer person or a winter person? Could you please turn on the heat? He is younger than me by three years. Tom and Mary like both Boston and Chicago. Tom wants to know when you plan to be there. I know Tom won't show Mary how to do that. We were moving a little too fast. I told Tom we would help him.",NA
