paper_id,authors,author_ids,title,year,committee_presentation_decision,committee_publication_decision,abstract,body
2015/13,"Jonathan Odea,Conchita Rueter,Catarina Hinson","53,54,55",Authorities and Mechanisms for Purchased Care at the Department of Veterans Affairs,2015,Reject,Reject,Tom saw a bag of groceries in Mary's car. Did you actually see it? He went to London a month ago. Tom and Mary were sitting together on the couch when I came into the room. There is: it is in the heart of the Chinese people. You're gonna be a dead man if you don't do that. You really are hardworking! I know it’s all wrong. I feel it in my bones. She was wearing a beautiful dress. We have a lot to do. I was deeply impressed by the scenery.,NA
2015/14,"Royal Boghossian,Claretta Waugaman,Jonah Barnhardt,Mi Streets,Ailene Tobler,Maricela Westbrooke","56,57,58,59,60,61",Combat Pair: The Evolution of Air Force-Navy Integration in Strike Warfare,2015,Accept,Reject,I don't think that Tom would be glad if that happened. I might be the only one who can do that. Tom and Mary convinced John to buy them expensive watches. Is Tom a good person? I didn't know that Tom bought a house on Park Street. Mary told me that she walked home. It sounds like Tom will be in Australia next week. Maybe Tom and Mary thought you wouldn't want to see them. Who made this box? Can you tell me where the nearest courtesy phone is? I can't answer that question right now. He said the words in a very small voice. Take us there. Do you really think it would be expensive to do that? I'd like you to read this book. Tom said that there was still work to do.,NA
2015/15,"Dionna Brawner,Lala Gutta,Alvera Liberman,Dalene Mcpike,Magda Fowkes,Elinor Irigoyen","62,63,64,65,66,67",Bloomsbury Scientists: Science and Art in the Wake of Darwin,2015,Accept,Reject,"Tom said he shot Mary twice. Tom said he knew it was time to go. I've got a couple errands to run. I perceive by your face that you have good news. The old man had an innocent face, but in truth was a rogue. You will need a lawyer. Mary said she heard Tom say that. I didn't know that Tom speaks French. Tom is sure of it.",NA
2015/16,"Briana Rhynard,Tony Cassavaugh,Venita Conchas","68,69,70",Recommendations for Improving the Recruiting and Hiring of Los Angeles Firefighters,2015,Accept,Reject,Tom and I have the right to defend ourselves. She cried when I told her. I really needed Tom there. Mary hurt herself when she tried to do that. Tom only did what he was told to do. Sami was so unhappy. He says he can do that blindfolded.,NA
2015/17,Chantel Margheim,71,Survival Migration: Failed Governance and the Crisis of Displacement,2015,Accept,Accept,"I think we can trust him. The doctor ordered an unnecessary test. When had he heard Marilla laugh like that before? Sami was unfaithful, too. Mary learned to drive when she was thirteen. I didn't know Tom was the first one to do that. We're all like Tom. Tom and Mary found the picture they were looking for. An ancient people left a ringed contraption on the forsaken planet. It was supposed to be an entrance to another universe. They can't do it all by themselves. Tom was either thirteen or fourteen when he came to Boston. Mary hadn't planned to kiss Tom, but she did. We live in a global village. Nobody said that it would be easy. Are you hungry now? I don't think Tom and Mary are the right people for the job. Tom was just very confused. Are you going to attend the meeting tonight? I'll be here for three more years. I'm going to hit Tom.",NA
2015/18,"Nannie Drost,Lashaun Auman,Muriel Siddiqui,Tifany Sarff,Christy Stavrides,Pamela Umholtz,Lorita Protich","72,73,74,75,76,77,78","The Family Firm: monarchy, mass media and the British public, 1932-53",2015,Reject,Reject,Tom did an awesome job. Sami and Layla live downtown. All people are born with the same rights. Both hands are labouring the fierce knots to pull; / black gore and slime his sacred wreaths distain. / Loud are his moans. He is above average height. We're left with only one practical choice. Tom is someone that I look up to. Tom has a friend in Australia. I delivered identical twins. He deeply regretted this loss. I thought that perhaps no one else would agree with me. The only job that Tom has ever had is the one he has now. Tom is very obstinate. Take as many as you want.,NA
2015/19,"Sonja Beach,Kenny Strause,Maragaret Wielgus","79,80,81",Winter Quarters,2015,Reject,Reject,I'd advise you to mind your own business. You may do whatever you like. I love what you've done to your place. We came to realize that the problem isn’t just a few bad corporations but the entire system itself. Tom said that Mary knew that he might not be permitted to do that. Tom told me that he thought Mary shouldn't do that. Tom and Mary don't plan on doing that here. All of our phone lines are currently busy. We apologize for the inconvenience but kindly ask that you wait a little longer. I feel good about things. Tom could have done that better. How much did Mary pay you to help her clean out her garage? We love going on picnics.,NA
2015/20,"Jenniffer Winninger,Celinda Bibber,Louann Freidin,Jina Puelo,Letha Cantine,Avis Blasz","82,83,84,85,86,87",Deliberate Acts: Changing Hopi Culture Through the Oraibi Split,2015,Reject,Reject,Just taste it and see if you like it. Did you have to learn Berber? Tom stirred his coffee before drinking it. We'll miss her. Tom doesn't have any idea where Mary is. Practice thrift! Mary said she felt she needed to do that. You can use it as a paperweight. I think Tom and Mary are too young to be dating. I’ve still got a lot of work. I don't remember if he lent me the book or if I borrowed it from the library. Would you please help me carry my suitcases? I know that Tom knew that Mary was the one who had to do that. Can I use the laundry any time? Your body is nothing to be ashamed of. Sami knew he wasn't alone. Can you suggest me a good tavern? Tom told me that he thought Mary used to live in Australia.,NA
2015/21,"Cecelia Varughese,Cecile Schadegg,Edda Chaffins,Matilda Roberson","88,89,90,91",Bang Chan: Social History of a Rural Community in Thailand,2015,Reject,Reject,"It's not good to force our ideas on others. Dan didn't even live with Linda. You have to ask yourself ""Why do I believe what I believe?"". Somebody tried to kill you. This is the hotel where Tom usually stays. So I get no reception in this classroom. It is not recommended to leave phone handsets out of the charger for long periods of time. How does one stop smoking? After a brief fight, they won. You're going to be late for breakfast! Her carelessness gave rise to the accident. Have you ever fallen down the stairs? I can't buy it because I don't have any money. Tom has lived in Australia for many years. I've got my own problems to take care of. It's very obvious Tom doesn't understand French very well. Tom is just doing his duty.",NA
2015/22,"Darla Goyette,Pearlie Blakelock,Fidel Seawell,Clementine Clish,Van Sien","92,93,94,95,96",Evaluation of the SAMHSA Primary and Behavioral Health Care Integration (PBHCI) Grant Program: Final Report (Task 13),2015,Accept,Reject,"She has a cold. Quite a lot of friends and acquaintances have come. Mary has been doing that since she was born. The separatists have taken over the airport. I killed the engine. I wonder what Tom and Mary are thinking. I'll arrange a meeting tomorrow. Each page is an adventure. It's my CD, isn't it?",NA
2015/23,"Luigi Grisostomo,Edra Wahlberg,Bert Hrbek,Tilda Borza","97,98,99,100",Psychological Assessment in South Africa: Research and applications,2015,Reject,Accept,"I'm not asking you about that. She can't understand my feelings. Mary said she was hoping we could eat together. Will you go shopping next week? Tom and Mary gathered flowers in the meadow. This photo reminds me of Scotland. Tom didn't even try to do the right thing. They said they tried to win. He pretended not to know his wife. He teaches Berber to imams from all over Algeria. Mary likes Australia, doesn't she? Racism has its roots in the distrust and scorn for people who differ in their appearance and their culture. I forget what it's about. Did you study for today's test? In front of my house, there is a public garden.",NA
2015/24,"Ava Woolhouse,Augustus Fleisner","1,2","Behaviour, Development and Evolution",2015,Accept,Reject,"I don't want Tom to take over. Won't you have some more tea? Do you live in Lebanon? Tom has prostate cancer. Tom is the one who wanted Mary to do that. You bought me a gift?! I apologize for whatever's about to happen. Every sentence present in Tatoeba is a lie. Tom will be staying with us tonight. Tom doesn't like to do that, but he'll do it anyway. The magical river smiles in awe at the merry and emeraldine scenery of its banks.",NA
2015/25,"Ramona Fischer,Gretchen Ryen,Shirl Hundley,Arlen Sol","3,4,5,6",The Asia-Europe Meeting: Contributing to a New Global Governance Architecture: The Eighth ASEM Summit in Brussels (2010),2015,Accept,Reject,"Eighties' fashion does not resemble that of the nineties. She is senior to me by three years. Sami typed something. Sami just hung up. You aren't going to get fired, are you? I don't like to inhale someone's smoke while I'm working.",NA
2015/26,Eli Sikes,7,Montaigne and the Origins of Modern Philosophy,2015,Accept,Accept,We can't get along without them. What else can you expect? I lost something very important to me. Tom walked around the room. Fadil bought a pizza and headed home. Tom and Mary think that they might have the answer. Could I use the phone? Layla acted like a guy. Tom had no idea Mary hated him so much. She has had a magnificent career. I hope Tom and Mary like the gift we bought them. Jim has not yet returned home. My neighbor called the fire department.,NA
2015/27,"Ann Kappen,Rubi Tryninewski,Blanch Neece,Laureen Marsala,Alyce Seek,Margert Kissick","8,9,10,11,12,13",German Pension Reform: On Road Towards a Sustainable Multi-Pillar System,2015,Accept,Reject,We're not here to make friends. We seem to have lost her. Tom likes neither beer nor wine. I don't have any allergies. Tom is sitting at the bar by himself. He told everyone that he was fine. Sami knows Layla is sick. I know Tom is a bit taller than Mary is. I don't think that I know that woman over there. Sami got to that club.,NA
2015/28,Ligia Kisling,14,Essentials of Financial Management,2015,Reject,Reject,"The table is wobbling. Tom is on paternity leave. What you're doing is so noisy that I can't hear what you're saying. I was released. I know Tom hardly ever does that. Tom has written a lot of books, but only three of them have been published. I've been waiting here for almost an hour. Tom said that he'd try a different approach. I don't think he has any friends. Tom and Mary told me that they were done, too.",NA
2015/29,"Tisa Pezzullo,Tamela Surma,Ronda Rollow,Emelia Stanojevic,Tosha Govin,Marissa Naasz,Kieth Ludke","15,16,17,18,19,20,21","Narcissism and the Literary Libido: Rhetoric, Text, and Subjectivity",2015,Reject,Reject,"I showed my ticket at the door. It was my idea. How could you know this was going to happen? Does anyone still remember this? Fadil, too, became part of Layla's family. If you hurt her, I'll kill you. Tom and Mary loved each other very much.",NA
2015/30,"Juli Dillion,Willis Jung,Lela Alattar,Randa Remo,Noelle Mattler,Candi Diederich","22,23,24,25,26,27","Molecular Feminisms: Biology, Becomings, and Life in the Lab",2015,Reject,Reject,"Mary is allergic to cats, isn't she? Tom reads at least three books a month. Tom is very hungry and so am I. I didn't know that you couldn't drive. The best is behind. Her only care is the safety of her children. I'm sure Tom wouldn't mind if you did that. I know that Tom knows why I did that without him. They still have to pack their suitcases. Tom kept Mary waiting for three hours.",NA
2015/31,"Donna Gelo,Tobie Cotilla,Adolph Bragg,Linwood Chebret,Kandis Contento,Luann Mcdearman","28,29,30,31,32,33",Common Battlefield Training for Airmen,2015,Accept,Accept,Tom said he didn't want anything to drink. Tom and Mary have a beautiful little girl. They said they wouldn't do that today. Tom said Mary wasn't at home. Crime rates have gone down significantly over the past decade. I told Tom that I agreed with Mary. Tom was a pretty good singer when he was young. I'm too old to do that. Are you telling me what to do? She bought a present for her son. I can't believe I let you talk me into this. Mary turned off her desk lamp. Do you have any problem? Maybe it would have been better if I hadn't done it. Sami expressed his condolences. He spends all his time extolling her virtues. Tom seemed to be displeased. I took one down. I sure could use a cold beer.,NA
2015/32,"Sau Prucnal,Lloyd Brodtmann,Natalie Dugal,Eura Chrusciel,Kristel Ziebell,Damien Ridders","34,35,36,37,38,39",General Military Training: Standardization and Reduction Options,2015,Reject,Accept,They replaced everything. Tom committed many crimes. I think that's understandable. A shovel full of snow can weigh as much as 20 pounds. I will try I read kids books in Berber. Will you look after my dog while I am away? Tom looked like he was in a hurry to get home. She derives her temper from her grandfather. The plane took off at exactly nine o'clock. What on earth were you thinking? I spilled water on my keyboard. I must buy a new one. The bell had already rung when I got to school.,NA
2015/33,"Georgiana Ransier,Senaida Tiro,Helene Chimento","40,41,42",Grauzonen staatlicher Gewalt: Staatlich produzierte Unsicherheit in Kolumbien und Mexiko,2015,Reject,Reject,"Everybody was obeying the speed limit, so I knew there was likely a speed trap ahead. We also found this. Tom can play the guitar quite well. I still have a lot of work to do. They are such a great couple. Tom doesn't know how deep the pool is.",NA
2015/34,"Renetta Rufer,Patti Iler,Martha Walburn","43,44,45",Pacific Exposures: Photography and the Australia–Japan Relationship,2015,Reject,Reject,"Are you going to buy yourself a cuckoo clock in the Black Forest, Tom? If so, leave enough room in your case. Sami set his trap. The predominant belief since the dissolution of the Soviet Union has been that another world is not possible. I never get tired of watching Tom and Mary play darts. Tom always wanted to join the air force. Tom said that Mary thought John might be allowed to do that by himself. I'm sure Tom doesn't want to be the last one to do that. Apparently this cream revitalizes your skin. I'm just wondering how you are getting on and if you have adjusted to the new environment. Please turn on the television. The workers poured the foundation.",NA
2015/35,"Gina Silquero,Brenton Landherr,Douglass Teagues","46,47,48",Transición democrática y anomia social en perspectiva comparada,2015,Reject,Reject,"It's extremely dangerous. Anyway, it's not your problem. Tom has this large room to himself. Can it be proven beyond a shadow of a doubt? The animals at this zoo are well cared for. That's a stupid question! The boy and his uncle faced each other across the table. I wonder why Tom told you that. Can you handle all this? Dan often borrowed money from his friends. The unexpected always happens. She succeeded as a singer and became famous. Why did you become a policewoman? How do you really feel? Tom and I rarely go out together. I forgot I was in Australia.",NA
2015/36,"Suzanne Gomoran,Delilah Feliz","49,50",Landscape’s Revenge: The ecology of failure in Robert Walser and Bernardo Carvalho,2015,Accept,Accept,"Tom says he needs to find somebody to help Mary. What was your name again? You did tell me, but it went in one ear and out the other, I'm afraid. He and I have been good friends since we were children. Thousands of wildfires burning in the Amazon rainforest threaten to wipe out large parts of a vital and irreplaceable ecosystem. Tom said that he was planning on doing that. This lawn mower gets the job done.",NA
2015/37,"Jerold Garski,Elna Hohlstein","51,52",Building a Successful Palestinian State: Security,2015,Accept,Reject,"Both of you be quiet. It's more important to me than to you. I never wrote to her, despite the urge to do so. I see no need to tell Tom. O Tom, Tom, wherefore art thou Tom? I wonder if Tom and Mary are still nervous. Proposals will also be brought forward to promote and protect the welfare of animals. I've been waiting for an hour and a half. Buy me a hamster. You have wounded my feelings. My stepmother isn't much older than I am. Tom didn't want to stay here. Tom seems reluctant to say anything. I agree with what Tom wrote. I wish I had asked you for advice. God will do the rest. Sami's house doesn't look dirty. I think I've got frostbite. We'll leave as soon as it stops raining. It actually is interesting.",NA
2015/38,"Jonathan Odea,Conchita Rueter","53,54",La educación en la historia de México,2015,Accept,Accept,"There is no need to get excited; to be indignant would suffice. Tom is a close relative of mine. It looks like Tom and Mary are here. A budget deficit will occur because of a revenue shortfall. Tom is afraid of ghosts. And Moses stretched forth his rod towards heaven, and the Lord sent thunder and hail, and lightnings running along the ground: and the Lord rained hail upon the land of Egypt. Some girls were playing tennis. Tom doesn't remember turning off the light. You mustn't let the other person notice that you flinched. What have you found, Tom? Mary usually wears bright red lipstick. They love reading. Sami was driven to make his vision be reality. Tom can't stand the sight of blood. Tom is studying in Boston.",NA
2015/39,"Catarina Hinson,Royal Boghossian,Claretta Waugaman,Jonah Barnhardt,Mi Streets","55,56,57,58,59",Aufbruch ins Unversicherbare: Zum Katastrophendiskurs der Gegenwart,2015,Accept,Reject,"Avicenna was not Muslim, contrary to what they say. I doubt that Tom will be displeased. We're still trying to figure out how Tom escaped. Tom had never been in love. Teachers should occasionally let their students blow off some steam. She painted the walls white. The infant has been exposed to radioactive rays. Mary lay awake half the night, thinking about what she should do. I'm waiting for Tom to help me. Layla was prepared to die. Kabylie is the most beautiful region in Algeria. I'm going to take a trip to Australia. Tom picked his glass up and took a sip of water. We really need you. Why aren't you in Boston anymore? Tom won't like this one bit. I know Tom will get out of this. Tom reminds me a lot of John. Why did Tom want Mary to leave? Tighter livestock control is leading to excesses: three cattle were shot in Kuopio because of missing EU eartags.",NA
2015/40,"Ailene Tobler,Maricela Westbrooke,Dionna Brawner,Lala Gutta,Alvera Liberman,Dalene Mcpike,Magda Fowkes","60,61,62,63,64,65,66",Geburtenrückgang und Familienpolitik: Ein interdisziplinärer Erklärungsansatz und seine empirische Überprüfung im OECD-Länder-Vergleich 1970-2006,2015,Reject,Reject,"Honestly... An eye for an eye and a tooth for a tooth. Did you know that Tom was living in Australia? You should wear a hat that covers your ears when it's cold outside. Tom wants a French-English dictionary. Is there any chance that Tom will recover? There was no point in arguing with her. I knew Tom wouldn't lose. Images taken by the JAXA Earth observation satellite, 'Daichi'. Do you like my motorcycle? As new competitors and predators arrive, even the most abundant Arctic species in the northern Barents Sea, the local Polar cod, could become extinct. If we don't end war, war will end us. You look funny in that hat. Do not sit on the radiator. You cannot expect such a good chance again. They can't comfort each other. I'm sorry, you are not allowed to. I didn't know what I should do. I have a lot of respect for you. You must find work.",NA
2015/41,"Elinor Irigoyen,Briana Rhynard,Tony Cassavaugh,Venita Conchas,Chantel Margheim,Nannie Drost","67,68,69,70,71,72","Stiftungen, Zivilgesellschaft und soziale Differenz: Eine qualitative Studie zu gesellschaftspolitischen Stiftungsprojekten",2015,Reject,Reject,"That could indeed be the case. They said that they thought I was insincere. Seventy years ago something important happened in music history: the first LP, or long-playing vinyl record, was introduced. We all speak Berber as a first language. I'll drive you to the new store. Mary is a creep, isn't she? I am going to the theater on the corner. That should've been done a long time ago. He has had a tough year. Am I the only one who thinks this isn't right? Tom has been really generous. The volunteer group provides war victims with food and medicine.",NA
2015/42,"Lashaun Auman,Muriel Siddiqui,Tifany Sarff,Christy Stavrides","73,74,75,76",Arab Uprisings and Armed Forces: Between Openness and Resistance,2015,Reject,Reject,"Layla didn't want things end like this. Are you deaf or what? I want to spend some time with Tom in Boston. He died on the day his son arrived. Our people are disciplined. We'll be there in a minute. This indigenous god needs water to have a normal life, move and talk, or its body will turn back into immovable stone. I will be flying over the Pacific about this time tomorrow.",NA
2015/43,"Pamela Umholtz,Lorita Protich,Sonja Beach,Kenny Strause","77,78,79,80",Transnational Flows and Permissive Polities: Ethnographies of Human Mobilities in Asia,2015,Accept,Reject,"Hey Tom, can you give me a lift? Defend the Church. How do you tell when a pineapple is ripe? Please do that if you get the chance. Sami shut the door and locked it. ""Are you Muslim?"" ""Yes."" ""OK."" If you don't want to do it, then I will. Sally was absent from school for two weeks, so she has to work hard to catch up with her class. Is that a good or a bad thing? She said that she may do that. Tom and Mary told me that they thought John would be worried. Hold your breath! It's poisonous gas. Sami cares a lot. One of the American states is famous for its pineapples.",NA
2015/44,"Maragaret Wielgus,Jenniffer Winninger","81,82","Crisis Stability and Long-Range Strike: A Comparative Analysis of Fighters, Bombers, and Missiles",2015,Accept,Reject,"I'm convinced Tom can win. Don't discriminate against people based on nationality, gender, or occupation. I have a sharp knife. Tom told me that he'd walk home. I was really moved by this. Fadil rented a hotel room. I didn't say it wasn't OK to eat. A lot of people don't realize how good they have it. Sami is very friendly. Conditions in the camp are bad. Tom probably couldn't do that on his own. I thought I was dying. I understand what they want. Who teaches you English conversation? Sami asked Layla to drive him home.",NA
2015/45,"Celinda Bibber,Louann Freidin,Jina Puelo","83,84,85","Border Deaths: Causes, Dynamics and Consequences of Migration-related Mortality",2015,Reject,Reject,"I didn't start wearing glasses until I was thirty. I don't know why the meeting was postponed. Are you sure don't want to go to Australia? Tom was unable to control his emotions and burst into tears. Sami doesn't feel right. I don't think that Tom is as crazy as some people think. Tell me who's got it. I taught him how to swim. I bribed the policeman. Tom put the money in the trunk. You were planning to take pictures, weren't you? It is a film for adults, not for children. I feel young at heart. Mary said it didn't bother her at all. Courage is not the absence of fear but the ability to move forward even though one is afraid. I did that easily. Tom and Mary appear surprised.",NA
2015/46,"Letha Cantine,Avis Blasz,Cecelia Varughese,Cecile Schadegg,Edda Chaffins,Matilda Roberson","86,87,88,89,90,91","Alternative Litigation Financing in the United States: Issues, Knowns, and Unknowns",2015,Accept,Reject,Tom thinks Mary won't be able to get home by herself. Give them all of it. Modern technology has made our lives more comfortable. She has watered the plants. Do you know why he couldn't come? We would have bought the plane tickets if the price had been a little lower.,NA
2015/47,"Darla Goyette,Pearlie Blakelock","92,93",México-Estados Unidos: bibliografía general sobre estudios fronterizos,2015,Reject,Reject,"If a job's worth doing, it's worth doing well. Tom suggested to Mary that she apologize and make amends. We are shaped by every culture, drawn from every end of the Earth, and dedicated to a simple concept: E pluribus unum: ""Out of many, one."" One should always be in love. That is the reason one should never marry. Have you tried changing the settings? Sami was kind of shocked. There was a dispute about our bill. I knew your father very well. I know Tom is a bit younger than me. Instead of beating around the bush, Jones got straight to the point. Everyone thought that Tom was from Boston. I'm assuming French isn't your native language. ""Do you understand me now?"" ""Every word."" I have a wife who's an alcoholic. We don't have a tumble dryer. No, take your time. We gave it our best shot. You should not laugh at his mistake. Of course, he can come to Kabylie.",NA
2015/48,"Fidel Seawell,Clementine Clish,Van Sien,Luigi Grisostomo,Edra Wahlberg,Bert Hrbek,Tilda Borza","94,95,96,97,98,99,100",Atadura y liberación: las religiones de la India,2015,Accept,Accept,"You know they won't allow you to sing, don't? I don't have many hens. I'm sorry, but I can't go with you. Dan was sent to a maximum security facility in Florida. Don't look at me like that! We didn't know that you were there. Sami's kisses caused Layla to panick. Tom and I don't get along. He may have anything he wants. Tom is leaving the day after tomorrow. Blue-white frost crystals were shining on the windowpanes.",NA
2015/49,"Ava Woolhouse,Augustus Fleisner","1,2",Vontade popular e democracia: candidatura Lula?,2015,Reject,Reject,"The face is the reflection of our personality. Tom and Mary did everything they thought John would want them to do. I'm pretty hard on myself. Sami is not a guest. He lives here. Sami lived downstairs. I didn't think that we should ask Tom to pay for everything. It would be good if you didn't eat too much. Chloe has been carried away from you, O Nymphs, and could you endure to see it, she who has woven so many garlands for you, who has offered you so many libations of new milk, she who suspended here that pipe—which I see—as an offering? My grandparents live in Australia.",NA
2015/50,"Ramona Fischer,Gretchen Ryen,Shirl Hundley","3,4,5","Gothic incest: Gender, sexuality and transgression",2015,Accept,Reject,What can I do for his life? I decided not to go to Europe. Is Tom still working that dead-end job? I'll help you carry that. Your flight was canceled. She was also deaf. How much does it cost to make a salad?,NA
2015/51,"Arlen Sol,Eli Sikes,Ann Kappen,Rubi Tryninewski","6,7,8,9","Vital Subjects: Race and Biopolitics in Italy, 1860–1920",2015,Reject,Reject,Tom didn't buy his guitar at the same store where Mary bought hers. She has braces. We can't find him anywhere. I live in a country where a liter of petrol is cheaper than a liter of water. I didn't tell Mary everything Tom asked me to tell her. I can see why Tom and Mary are upset. Mary didn't want Tom to kiss her. I suspect that Tom and Mary are planning on being there. He's making a copy. Have the two of you met before? He hurt her feelings on purpose. I'd rather not sing. Tom and I are having supper. Are you still the one in charge? Tom started working. Is it expensive to do that? Sami went to college and got a degree.,NA
